species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Uranoscopus scaber,Chordata,Actinopterygii,Trachiniformes,Uranoscopidae,BOLD:WORMS,27,35,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=86835 
Plexechinus hirsutus,Echinodermata,Echinoidea,Holasteroida,Plexechinidae,WORMS,,,,,gap,
Ploceus cucullatus,Chordata,Aves,Passeriformes,Ploceidae,FE,15,30,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=119876 
Ploesoma hudsoni,Rotifera,Monogononta,Ploima,Synchaetidae,BOLD:FE:WORMS,13,13,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1001594 
Ploesoma lenticulare,Rotifera,Monogononta,Ploima,Synchaetidae,FE,3,5,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=990703 
Ploesoma murrayi,Rotifera,Monogononta,Ploima,Synchaetidae,FE,,,,,gap,
Ploesoma peipsiense,Rotifera,Monogononta,Ploima,Synchaetidae,FE,,,,,gap,
Ploesoma triacanthum,Rotifera,Monogononta,Ploima,Synchaetidae,FE,,,,FE,gap,
Ploesoma truncatum,Rotifera,Monogononta,Ploima,Synchaetidae,FE:WORMS,2,5,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1122136 
Polyarthra bicerca,Rotifera,Monogononta,Ploima,Synchaetidae,FE,,,,,gap,
Polyarthra dissimulans,Rotifera,Monogononta,Ploima,Synchaetidae,FE,,,,,gap,
Polyarthra dolichoptera,Rotifera,Monogononta,Ploima,Synchaetidae,BOLD:FE,664,695,30,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=281613 
Polyarthra euryptera,Rotifera,Monogononta,Ploima,Synchaetidae,FE,,,,FE,gap,
Polyarthra longiremis,Rotifera,Monogononta,Ploima,Synchaetidae,FE,,,,,gap,
Polyarthra luminosa,Rotifera,Monogononta,Ploima,Synchaetidae,FE,,,,,gap,
Polyarthra major,Rotifera,Monogononta,Ploima,Synchaetidae,FE,4,5,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=990701 
Polyarthra minor,Rotifera,Monogononta,Ploima,Synchaetidae,FE,,,,,gap,
Polyarthra remata,Rotifera,Monogononta,Ploima,Synchaetidae,FE,8,8,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=212142 
Polyarthra vulgaris,Rotifera,Monogononta,Ploima,Synchaetidae,BOLD:FE,96,100,20,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=653372 
Synchaeta atlantica,Rotifera,Monogononta,Ploima,Synchaetidae,WORMS,,,,,gap,
Synchaeta bacillifera,Rotifera,Monogononta,Ploima,Synchaetidae,WORMS,,,,,gap,
Synchaeta baltica,Rotifera,Monogononta,Ploima,Synchaetidae,FE:WORMS,,,,FE,gap,
Synchaeta bicornis,Rotifera,Monogononta,Ploima,Synchaetidae,FE:WORMS,,,,,gap,
Synchaeta calva,Rotifera,Monogononta,Ploima,Synchaetidae,FE,,,,,gap,
Synchaeta cecilia,Rotifera,Monogononta,Ploima,Synchaetidae,FE:WORMS,,,,,gap,
Synchaeta curvata,Rotifera,Monogononta,Ploima,Synchaetidae,FE:WORMS,,,,,gap,
Synchaeta cylindrica,Rotifera,Monogononta,Ploima,Synchaetidae,FE,,,,,gap,
Synchaeta elsteri,Rotifera,Monogononta,Ploima,Synchaetidae,FE,,,,,gap,
Synchaeta fennica,Rotifera,Monogononta,Ploima,Synchaetidae,FE:WORMS,,,,,gap,
Synchaeta glacialis,Rotifera,Monogononta,Ploima,Synchaetidae,WORMS,,,,,gap,
Synchaeta grandis,Rotifera,Monogononta,Ploima,Synchaetidae,BOLD:FE,21,21,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=509131 
Synchaeta grimpei,Rotifera,Monogononta,Ploima,Synchaetidae,FE:WORMS,5,5,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1163536 
Synchaeta gyrina,Rotifera,Monogononta,Ploima,Synchaetidae,FE:WORMS,,,,,gap,
Synchaeta hyperborea,Rotifera,Monogononta,Ploima,Synchaetidae,WORMS,,,,,gap,
Synchaeta johanseni,Rotifera,Monogononta,Ploima,Synchaetidae,WORMS,,,,,gap,
Synchaeta kitina,Rotifera,Monogononta,Ploima,Synchaetidae,BOLD:FE,63,63,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=509132 
Synchaeta lakowitziana,Rotifera,Monogononta,Ploima,Synchaetidae,BOLD:FE,19,21,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=509133 
Synchaeta littoralis,Rotifera,Monogononta,Ploima,Synchaetidae,FE:WORMS,,,,,gap,
Synchaeta longipes,Rotifera,Monogononta,Ploima,Synchaetidae,FE,0,5,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=659650 
Synchaeta monopus,Rotifera,Monogononta,Ploima,Synchaetidae,FE:WORMS,,,,,gap,
Synchaeta neapolitana,Rotifera,Monogononta,Ploima,Synchaetidae,WORMS,,,,,gap,
Synchaeta oblonga,Rotifera,Monogononta,Ploima,Synchaetidae,FE,25,36,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=395864 
Synchaeta pectinata,Rotifera,Monogononta,Ploima,Synchaetidae,BOLD:FE:WORMS,255,260,9,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=212147 
Synchaeta stylata,Rotifera,Monogononta,Ploima,Synchaetidae,BOLD:FE:WORMS,33,34,4,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=595917 
Synchaeta tamara,Rotifera,Monogononta,Ploima,Synchaetidae,WORMS,,,,,gap,
Synchaeta tavina,Rotifera,Monogononta,Ploima,Synchaetidae,FE:WORMS,,,,,gap,
Synchaeta tremula,Rotifera,Monogononta,Ploima,Synchaetidae,FE:WORMS,35,35,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=212133 
Synchaeta tremuloida,Rotifera,Monogononta,Ploima,Synchaetidae,BOLD:FE,19,19,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=938728 
Synchaeta triophthalma,Rotifera,Monogononta,Ploima,Synchaetidae,FE:WORMS,,,,,gap,
Synchaeta verrucosa,Rotifera,Monogononta,Ploima,Synchaetidae,FE,,,,FE,gap,
Synchaeta vorax,Rotifera,Monogononta,Ploima,Synchaetidae,FE:WORMS,5,5,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1163537 
Plotocnide borealis,Cnidaria,Hydrozoa,Anthoathecata,Boreohydridae,BOLD:FE:WORMS,18,20,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=746458 
Psammohydra nanna,Cnidaria,Hydrozoa,Anthoathecata,Boreohydridae,FE:WORMS,,,,,gap,
Pneumoderma mediterraneum,Mollusca,Gastropoda,Pteropoda,Pneumodermatidae,WORMS,,,,WORMS,gap,
Pneumoderma violaceum,Mollusca,Gastropoda,Pteropoda,Pneumodermatidae,WORMS,,,,WORMS,gap,
Pneumodermopsis canephora,Mollusca,Gastropoda,Pteropoda,Pneumodermatidae,WORMS,,,,WORMS,gap,
Pneumodermopsis ciliata,Mollusca,Gastropoda,Pteropoda,Pneumodermatidae,WORMS,,,,WORMS,gap,
Pneumodermopsis paucidens,Mollusca,Gastropoda,Pteropoda,Pneumodermatidae,WORMS,,,,WORMS,gap,
Pneumodermopsis pupula,Mollusca,Gastropoda,Pteropoda,Pneumodermatidae,WORMS,,,,,gap,
Pneumodermopsis teschi,Mollusca,Gastropoda,Pteropoda,Pneumodermatidae,WORMS,,,,,gap,
Podiceps auritus,Chordata,Aves,Podicipediformes,Podicipedidae,BOLD:FE:WORMS:iNat,7,16,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=15993 
Podiceps cristatus,Chordata,Aves,Podicipediformes,Podicipedidae,BOLD:FE:WORMS:iNat,30,32,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=52474 
Podiceps grisegena,Chordata,Aves,Podicipediformes,Podicipedidae,BOLD:FE:WORMS:iNat,16,19,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=9452 
Podiceps nigricollis,Chordata,Aves,Podicipediformes,Podicipedidae,BOLD:FE:WORMS:iNat,9,18,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=9454 
Tachybaptus ruficollis,Chordata,Aves,Podicipediformes,Podicipedidae,BOLD:FE:iNat,32,33,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=52475 
Podilymbus podiceps,Chordata,Aves,Ciconiiformes,Podicipitidae,FE,8,14,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=9451 
Podosphaeraster thalassae,Echinodermata,Asteroidea,Valvatida,Podosphaerasteridae,WORMS,,,,,gap,
Podospongia lovenii,Porifera,Demospongiae,Poecilosclerida,Podospongiidae,WORMS,,,,WORMS,gap,
Sceptrintus richardi,Porifera,Demospongiae,Poecilosclerida,Podospongiidae,WORMS,,,,,gap,
Poecillastra compressa,Porifera,Demospongiae,Tetractinellida,Vulcanellidae,BOLD:WORMS,6,6,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=238843 
Poecillastra crassiuscula,Porifera,Demospongiae,Tetractinellida,Vulcanellidae,WORMS,,,,WORMS,gap,
Poecillastra cumana,Porifera,Demospongiae,Tetractinellida,Vulcanellidae,WORMS,,,,,gap,
Poecillastra fragilis,Porifera,Demospongiae,Tetractinellida,Vulcanellidae,WORMS,,,,,gap,
Poecillastra rudiastra,Porifera,Demospongiae,Tetractinellida,Vulcanellidae,WORMS,,,,,gap,
Poecillastra saxicola,Porifera,Demospongiae,Tetractinellida,Vulcanellidae,WORMS,,,,WORMS,gap,
Poecillastra symbiotica,Porifera,Demospongiae,Tetractinellida,Vulcanellidae,WORMS,,,,,gap,
Vulcanella aberrans,Porifera,Demospongiae,Tetractinellida,Vulcanellidae,BOLD,2,2,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=238921 
Vulcanella gracilis,Porifera,Demospongiae,Tetractinellida,Vulcanellidae,BOLD,3,3,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=238929 
Poecilochaetus fauchaldi,Annelida,Polychaeta,Spionida,Poecilochaetidae,WORMS,,,,,gap,
Poecilochaetus fulgoris,Annelida,Polychaeta,Spionida,Poecilochaetidae,WORMS,,,,,gap,
Poecilochaetus serpens,Annelida,Polychaeta,Spionida,Poecilochaetidae,BOLD:WORMS,11,20,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=510196 
Poiretia compressa,Mollusca,Gastropoda,Stylommatophora,Oleacinidae,FE,,,,FE,gap,
Poiretia cornea,Mollusca,Gastropoda,Stylommatophora,Oleacinidae,FE,,,,FE,gap,
Poiretia delesserti,Mollusca,Gastropoda,Stylommatophora,Oleacinidae,FE,,,,FE,gap,
Poiretia dilatata,Mollusca,Gastropoda,Stylommatophora,Oleacinidae,FE,,,,FE,gap,
Sardopoiretia emanueli,Mollusca,Gastropoda,Stylommatophora,Oleacinidae,FE,,,,,gap,
Polygordius appendiculatus,Annelida,Polychaeta,Canalipalpata,Polygordiidae,BOLD:WORMS,46,47,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=572423 
Polygordius erythrophthalmus,Annelida,Polychaeta,Canalipalpata,Polygordiidae,WORMS,,,,WORMS,gap,
Polygordius lacteus,Annelida,Polychaeta,Canalipalpata,Polygordiidae,BOLD:WORMS,33,33,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=923559 
Polygordius neapolitanus,Annelida,Polychaeta,Canalipalpata,Polygordiidae,WORMS,18,18,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=923560 
Polygordius triestinus,Annelida,Polychaeta,Canalipalpata,Polygordiidae,WORMS,,,,,gap,
Polygordius villoti,Annelida,Polychaeta,Canalipalpata,Polygordiidae,WORMS,,,,,gap,
Polymixia nobilis,Chordata,Actinopteri,Polymixiiformes,Polymixiidae,WORMS,,,,WORMS,gap,
Polypodium hydriforme,Cnidaria,,Narcomedusae,Polypodiidae,FE,,,,,gap,
Polyprion americanus,Chordata,Actinopterygii,Perciformes,Polyprionidae,BOLD:WORMS,23,35,2,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=15173 
Polypterus congicus,Chordata,Actinopterygii,Polypteriformes,Polypteridae,BOLD,,,,FB,gap,
Polysporoplasma mugilis,Cnidaria,Myxozoa,Bivalvulida,Sphaerosporidae,WORMS,,,,,gap,
Polysporoplasma sparis,Cnidaria,Myxozoa,Bivalvulida,Sphaerosporidae,WORMS,,,,,gap,
Sphaerospora brevis,Cnidaria,Myxozoa,Bivalvulida,Sphaerosporidae,WORMS,,,,WORMS,gap,
Sphaerospora caspialosae,Cnidaria,Myxozoa,Bivalvulida,Sphaerosporidae,WORMS,,,,,gap,
Sphaerospora platessae,Cnidaria,Myxozoa,Bivalvulida,Sphaerosporidae,WORMS,,,,,gap,
Sphaerospora rostrata,Cnidaria,Myxozoa,Bivalvulida,Sphaerosporidae,WORMS,,,,,gap,
Sphaerospora testicularis,Cnidaria,Myxozoa,Bivalvulida,Sphaerosporidae,WORMS,,,,,gap,
Polystyliphora filum,Platyhelminthes,,Proseriata,Polystyliphoridae,WORMS,,,,,gap,
Pomatomus saltatrix,Chordata,Actinopterygii,Perciformes,Pomatomidae,BOLD,197,226,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=18117 
Pompholyx complanata,Rotifera,Monogononta,Flosculariacea,Testudinellidae,FE,6,15,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=595923 
Pompholyx sulcata,Rotifera,Monogononta,Flosculariacea,Testudinellidae,FE,8,8,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1122140 
Pompholyx triloba,Rotifera,Monogononta,Flosculariacea,Testudinellidae,FE,,,,,gap,
Testudinella caeca,Rotifera,Monogononta,Flosculariacea,Testudinellidae,BOLD:FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=667945 
Testudinella clypeata,Rotifera,Monogononta,Flosculariacea,Testudinellidae,BOLD:WORMS,87,102,7,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=671396 
Testudinella clypleata,Rotifera,Monogononta,Flosculariacea,Testudinellidae,FE,,,,FE,gap,
Testudinella elliptica,Rotifera,Monogononta,Flosculariacea,Testudinellidae,FE,,,,FE,gap,
Testudinella incisa,Rotifera,Monogononta,Flosculariacea,Testudinellidae,FE,,,,FE,gap,
Testudinella mucronata,Rotifera,Monogononta,Flosculariacea,Testudinellidae,FE,,,,FE,gap,
Testudinella obscura,Rotifera,Monogononta,Flosculariacea,Testudinellidae,FE,,,,,gap,
Testudinella parva,Rotifera,Monogononta,Flosculariacea,Testudinellidae,FE,,,,FE,gap,
Testudinella patina,Rotifera,Monogononta,Flosculariacea,Testudinellidae,BOLD:FE:WORMS,14,49,5,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=212146 
Testudinella reflexa,Rotifera,Monogononta,Flosculariacea,Testudinellidae,FE,,,,FE,gap,
Testudinella tridentata,Rotifera,Monogononta,Flosculariacea,Testudinellidae,FE,,,,FE,gap,
Testudinella truncata,Rotifera,Monogononta,Flosculariacea,Testudinellidae,FE,,,,FE,gap,
Testudinella vanoyei,Rotifera,Monogononta,Flosculariacea,Testudinellidae,FE,,,,,gap,
Pomphorhynchus bosniacus,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,BOLD:FE,37,39,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=892732 
Pomphorhynchus kostylewi,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,FE,,,,,gap,
Pomphorhynchus laevis,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,BOLD:FE:WORMS,278,295,12,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=30532 
Pomphorhynchus tereticollis,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,BOLD:FE:WORMS,122,135,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=30531 
Pontodora pelagica,Annelida,Polychaeta,Phyllodocida,Pontodoridae,WORMS,,,,WORMS,gap,
Pontoscolex corethrurus,Annelida,Clitellata,Haplotaxida,Rhinodrilidae,BOLD:FE,1737,1851,21,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=183699 
Porites astreoides,Cnidaria,Anthozoa,Scleractinia,Poritidae,BOLD,9,17,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=30040 
Porites divaricata,Cnidaria,Anthozoa,Scleractinia,Poritidae,BOLD,6,8,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=30038 
Porites furcata,Cnidaria,Anthozoa,Scleractinia,Poritidae,BOLD,4,6,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=30037 
Poromya granulata,Mollusca,Bivalvia,,Poromyidae,BOLD:WORMS,2,7,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1059176 
Porphyrocrinus incrassatus,Echinodermata,Crinoidea,Comatulida,Phrynocrinidae,WORMS,,,,WORMS,gap,
Porphyrocrinus thalassae,Echinodermata,Crinoidea,Comatulida,Phrynocrinidae,WORMS,,,,,gap,
Porpita porpita,Cnidaria,Hydrozoa,Anthoathecata,Porpitidae,BOLD:WORMS,14,22,6,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=124751 
Velella velella,Cnidaria,Hydrozoa,Anthoathecata,Porpitidae,WORMS,94,107,6,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=124753 
Potamides conicus,Mollusca,Gastropoda,,Potamididae,BOLD,,,,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=165533 
Potamochoerus porcus,Chordata,Mammalia,Artiodactyla,Suidae,BOLD,32,33,5,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=195558 
Sus scrofa,Chordata,Mammalia,Artiodactyla,Suidae,BOLD:FE:iNat,569,645,7,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=12365 
Potamodrilus fluviatilis,Annelida,,,Potamodrilidae,FE,,,,FE,gap,
Potamopyrgus antipodarum,Mollusca,Gastropoda,Littorinimorpha,Tateidae,BOLD:FE:iNat,447,526,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=25046 
Pourtalesia jeffreysi,Echinodermata,Echinoidea,Holasteroida,Pourtalesiidae,BOLD:WORMS,6,6,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=222126 
Pozziella clavisaepta,Porifera,Demospongiae,Merliida,Hamacanthidae,WORMS,,,,WORMS,gap,
Priapocephalus grandis,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,WORMS,,,,,gap,
Priapocephalus minor,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,WORMS,,,,,gap,
Strobilocephalus triangularis,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,WORMS,,,,WORMS,gap,
Tetrabothrius (Culmenamniculus) cylindraceus,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,FE:WORMS,,,,WORMS,gap,
Tetrabothrius (Oriana) pelecaniaquilae,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,WORMS,,,,WORMS,gap,
Tetrabothrius (Tetrabothrius) heterosoma,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,WORMS,,,,WORMS,gap,
Tetrabothrius diplosoma,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,WORMS,,,,,gap,
Tetrabothrius erostris,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,BOLD:FE,1,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=668045 
Tetrabothrius heteroclitus,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,FE,,,,,gap,
Tetrabothrius heterosoma,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,FE,,,,,gap,
Tetrabothrius immerinus,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,WORMS,,,,WORMS,gap,
Tetrabothrius jaegerskioldi,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,FE,,,,,gap,
Tetrabothrius laccocephalus,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,FE,,,,,gap,
Tetrabothrius macrocephalus,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,FE,,,,FE,gap,
Tetrabothrius minor,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,FE,,,,,gap,
Tetrabothrius perfidus,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,FE:WORMS,,,,,gap,
Tetrabothrius phalacrocoracis,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,WORMS,,,,,gap,
Tetrabothrius porrigens,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,FE,,,,,gap,
Tetrabothrius procerus,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,FE,,,,,gap,
Trigonocotyle globicephalae,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,WORMS,,,,WORMS,gap,
Trigonocotyle monticellii,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,WORMS,,,,WORMS,gap,
Prismatolaimus dolichurus,Nematoda,Adenophorea,Triplonchida,Prismatolaimidae,FE,0,15,0,ITIS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=231289 
Prismatolaimus intermedius,Nematoda,Adenophorea,Triplonchida,Prismatolaimidae,FE,,,,ITIS,gap,
Prismatolaimus kenyensis,Nematoda,Adenophorea,Triplonchida,Prismatolaimidae,FE,,,,,gap,
Prismatolaimus leptolaimus,Nematoda,Adenophorea,Triplonchida,Prismatolaimidae,FE,,,,,gap,
Prismatolaimus matoni,Nematoda,Adenophorea,Triplonchida,Prismatolaimidae,FE,,,,,gap,
Prismatolaimus mulcoomus,Nematoda,Adenophorea,Triplonchida,Prismatolaimidae,FE,,,,,gap,
Prismatolaimus paraprimitivus,Nematoda,Adenophorea,Triplonchida,Prismatolaimidae,FE,,,,,gap,
Prismatolaimus primitivus,Nematoda,Adenophorea,Triplonchida,Prismatolaimidae,FE,,,,,gap,
Prismatolaimus stenolaimoides,Nematoda,Adenophorea,Triplonchida,Prismatolaimidae,FE,,,,,gap,
Prismatolaimus stenolaimus,Nematoda,Adenophorea,Triplonchida,Prismatolaimidae,FE,,,,,gap,
Prismatolaimus verrucosus,Nematoda,Adenophorea,Triplonchida,Prismatolaimidae,FE,,,,,gap,
Pristigloma nitens,Mollusca,Bivalvia,Nuculanida,Pristiglomidae,WORMS,,,,WORMS,gap,
Pristis pectinata,Chordata,Elasmobranchii,Rhinopristiformes,Pristidae,WORMS,45,174,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=180819 
Pristis pristis,Chordata,Elasmobranchii,Rhinopristiformes,Pristidae,WORMS,28,59,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=182142 
Proboscidactyla flavicirrata,Cnidaria,Hydrozoa,Anthoathecata,Proboscidactylidae,WORMS,11,13,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=671330 
Proboscidactyla ornata,Cnidaria,Hydrozoa,Anthoathecata,Proboscidactylidae,WORMS,5,6,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=671331 
Proboscidactyla stellata,Cnidaria,Hydrozoa,Anthoathecata,Proboscidactylidae,BOLD:WORMS,7,7,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=767058 
Procyon lotor,Chordata,Mammalia,Carnivora,Procyonidae,BOLD:FE:iNat,94,198,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=12550 
Proneomenia sluiteri,Mollusca,Solenogastres,,Proneomeniidae,BOLD,1,1,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=653461 
Pronoprymna petrowi,Platyhelminthes,Trematoda,Plagiorchiida,Faustulidae,FE,,,,WORMS,gap,
Pronoprymna ventricosa,Platyhelminthes,Trematoda,Plagiorchiida,Faustulidae,WORMS,,,,WORMS,gap,
Pronoprymna ventricosum,Platyhelminthes,Trematoda,Plagiorchiida,Faustulidae,FE,,,,FE,gap,
Propappus volki,Annelida,Clitellata,Enchytraeida,Propappidae,BOLD:FE,18,19,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=657200 
Prosobothrium armigerum,Platyhelminthes,Cestoda,Onchoproteocephalidea,Prosobothriidae,WORMS,,,,,gap,
Proteus anguinus,Chordata,Amphibia,Caudata,Proteidae,BOLD:FE,181,182,9,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=170766 
Protocuspidaria atlantica,Mollusca,Bivalvia,,Protocuspidariidae,WORMS,,,,WORMS,gap,
Protocuspidaria azorica,Mollusca,Bivalvia,,Protocuspidariidae,WORMS,,,,WORMS,gap,
Protocuspidaria colpodes,Mollusca,Bivalvia,,Protocuspidariidae,WORMS,,,,WORMS,gap,
Protocuspidaria simplis,Mollusca,Bivalvia,,Protocuspidariidae,WORMS,,,,WORMS,gap,
Protodriloides chaetifer,Annelida,Polychaeta,Canalipalpata,Protodriloididae,WORMS,0,1,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=991193 
Protodriloides symbioticus,Annelida,Polychaeta,Canalipalpata,Protodriloididae,BOLD:WORMS,1,1,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=923561 
Protohydra leuckarti,Cnidaria,,,Protohydridae,FE:WORMS,2,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=714401 
Protomicrocotyle ivoriensis,Platyhelminthes,Monogenea,Mazocraeidea,Protomicrocotylidae,WORMS,,,,,gap,
Protoptilum carpenterii,Cnidaria,Anthozoa,Pennatulacea,Protoptilidae,WORMS,,,,WORMS,gap,
